order_id,complaint_id,complaint_type,complaint_date,resolution_time_hours
O48557,C003601,Late Delivery,2025-10-10,46
O48587,C003602,App Issue,2025-10-18,27
O48609,C003603,Late Delivery,2025-12-08,31
O48619,C003604,Food Quality,2025-12-26,20
O48648,C003605,Food Quality,2025-12-15,21
O48654,C003606,App Issue,2025-10-20,5
O48656,C003607,Late Delivery,2025-10-21,24
O48682,C003608,Food Quality,2025-11-21,21
O48691,C003609,Food Quality,2025-12-04,43
O48694,C003610,App Issue,2025-10-15,29
O48695,C003611,Refund Not Processed,2025-12-12,28
O48696,C003612,Late Delivery,2025-10-23,14
O48708,C003613,Food Quality,2025-12-19,24
O48715,C003614,App Issue,2025-10-07,46
O48727,C003615,Refund Not Processed,2025-10-28,42
O48730,C003616,Late Delivery,2025-12-26,26
O48738,C003617,App Issue,2025-12-08,11
O48753,C003618,Late Delivery,2025-11-27,20
O48760,C003619,Refund Not Processed,2025-11-25,24
O48767,C003620,Late Delivery,2025-11-12,6
O48778,C003621,Late Delivery,2025-12-19,25
O48797,C003622,Refund Not Processed,2025-12-23,26
O48814,C003623,Late Delivery,2025-10-11,8
O48854,C003624,Missing Item,2025-12-03,36
O48870,C003625,App Issue,2025-12-24,38
O48895,C003626,App Issue,2025-11-06,32
O48901,C003627,Food Quality,2025-10-17,32
O48902,C003628,Refund Not Processed,2025-12-27,11
O48904,C003629,Food Quality,2025-11-03,28
O48908,C003630,Late Delivery,2025-12-27,14
O48919,C003631,Food Quality,2025-12-26,33
O48924,C003632,Late Delivery,2025-10-25,27
O48925,C003633,Payment Failure,2025-12-15,30
O48933,C003634,Late Delivery,2025-11-10,15
O48941,C003635,Late Delivery,2025-12-07,47
O48945,C003636,Food Quality,2025-12-01,39
O48957,C003637,Late Delivery,2025-10-16,23
O48966,C003638,App Issue,2025-10-23,16
O48971,C003639,Wrong Item,2025-10-03,44
O48989,C003640,Refund Not Processed,2025-11-18,8
O49011,C003641,Missing Item,2025-12-29,22
O49015,C003642,Late Delivery,2025-12-06,41
O49030,C003643,Refund Not Processed,2025-10-03,14
O49045,C003644,Late Delivery,2025-10-14,36
O49080,C003645,Late Delivery,2025-12-27,20
O49088,C003646,App Issue,2025-11-23,12
O49102,C003647,Late Delivery,2025-12-20,34
O49123,C003648,Late Delivery,2025-10-07,8
O49154,C003649,Food Quality,2025-11-23,38
O49163,C003650,Food Quality,2025-11-14,20
O49190,C003651,Food Quality,2025-10-24,12
O49216,C003652,Late Delivery,2025-12-01,4
O49219,C003653,Wrong Item,2025-12-04,33
O49221,C003654,Late Delivery,2025-11-21,11
O49238,C003655,Late Delivery,2025-10-25,41
O49244,C003656,Food Quality,2025-11-21,46
O49256,C003657,Refund Not Processed,2025-10-31,18
O49279,C003658,App Issue,2025-11-08,47
O49283,C003659,Refund Not Processed,2025-11-29,33
O49285,C003660,Late Delivery,2025-10-23,4
O49298,C003661,Food Quality,2025-11-13,26
O49304,C003662,Late Delivery,2025-10-08,14
O49309,C003663,Payment Failure,2025-10-26,32
O49314,C003664,Missing Item,2025-11-20,5
O49318,C003665,Late Delivery,2025-11-18,32
O49319,C003666,Food Quality,2025-11-14,36
O49329,C003667,Late Delivery,2025-10-23,18
O49337,C003668,Missing Item,2025-10-10,14
O49360,C003669,Payment Failure,2025-12-25,40
O49363,C003670,Late Delivery,2025-10-11,35
O49376,C003671,Payment Failure,2025-11-22,12
O49387,C003672,Food Quality,2025-12-15,46
O49398,C003673,Payment Failure,2025-10-16,17
O49419,C003674,Food Quality,2025-10-17,31
O49445,C003675,App Issue,2025-10-25,5
O49468,C003676,Refund Not Processed,2025-10-07,34
O49478,C003677,App Issue,2025-11-07,28
O49492,C003678,Refund Not Processed,2025-12-08,16
O49493,C003679,Late Delivery,2025-10-28,40
O49526,C003680,Food Quality,2025-10-20,41
O49534,C003681,Payment Failure,2025-11-16,28
O49559,C003682,Late Delivery,2025-11-21,11
O49565,C003683,Food Quality,2025-12-26,31
O49570,C003684,Late Delivery,2025-10-26,20
O49589,C003685,Refund Not Processed,2025-12-11,46
O49595,C003686,Refund Not Processed,2025-11-12,14
O49636,C003687,Refund Not Processed,2025-12-14,27
O49648,C003688,Refund Not Processed,2025-11-08,20
O49650,C003689,Food Quality,2025-11-26,47
O49688,C003690,App Issue,2025-12-15,16
O49690,C003691,Wrong Item,2025-12-22,29
O49716,C003692,App Issue,2025-12-09,8
O49728,C003693,Missing Item,2025-12-02,25
O49732,C003694,Refund Not Processed,2025-12-15,35
O49734,C003695,Late Delivery,2025-10-30,27
O49770,C003696,Food Quality,2025-12-06,9
O49779,C003697,Refund Not Processed,2025-10-10,29
O49794,C003698,Food Quality,2025-11-10,5
O49797,C003699,App Issue,2025-12-21,11
O49798,C003700,Refund Not Processed,2025-12-27,21
O49799,C003701,Refund Not Processed,2025-11-15,15
O49802,C003702,Food Quality,2025-10-10,33
O49835,C003703,Wrong Item,2025-10-18,43
O49869,C003704,Late Delivery,2025-10-28,35
O49879,C003705,Refund Not Processed,2025-12-24,40
O49920,C003706,Food Quality,2025-11-26,14
O49930,C003707,Refund Not Processed,2025-11-03,42
O49957,C003708,Late Delivery,2025-12-09,33
O50006,C003709,Late Delivery,2025-11-19,46
O50022,C003710,Late Delivery,2025-10-22,18
O50062,C003711,Late Delivery,2025-11-02,13
O50064,C003712,Refund Not Processed,2025-12-10,28
O50070,C003713,Food Quality,2025-12-18,24
O50072,C003714,Late Delivery,2025-12-05,29
O50083,C003715,Late Delivery,2025-11-19,15
O50086,C003716,App Issue,2025-12-24,32
O50100,C003717,Late Delivery,2025-10-24,21
O50124,C003718,App Issue,2025-10-16,40
O50134,C003719,Refund Not Processed,2025-11-02,43
O50135,C003720,Food Quality,2025-12-13,40
O50138,C003721,App Issue,2025-12-21,9
O50165,C003722,Late Delivery,2025-11-08,42
O50176,C003723,Food Quality,2025-12-15,5
O50194,C003724,Refund Not Processed,2025-12-01,27
O50198,C003725,Payment Failure,2025-11-26,10
O50200,C003726,Food Quality,2025-11-19,41
O50203,C003727,Late Delivery,2025-12-07,39
O50210,C003728,Food Quality,2025-12-08,20
O50217,C003729,App Issue,2025-12-14,17
O50227,C003730,App Issue,2025-12-17,29
O50257,C003731,Late Delivery,2025-11-08,6
O50258,C003732,Refund Not Processed,2025-10-01,38
O50260,C003733,Food Quality,2025-10-19,19
O50303,C003734,Food Quality,2025-11-30,30
O50332,C003735,Late Delivery,2025-11-29,14
O50334,C003736,Late Delivery,2025-11-14,10
O50343,C003737,Refund Not Processed,2025-12-07,42
O50362,C003738,Food Quality,2025-12-21,18
O50379,C003739,Refund Not Processed,2025-10-20,22
O50422,C003740,Refund Not Processed,2025-10-05,4
O50431,C003741,App Issue,2025-12-18,4
O50439,C003742,Wrong Item,2025-10-08,5
O50451,C003743,Wrong Item,2025-11-20,5
O50461,C003744,Payment Failure,2025-10-09,23
O50463,C003745,Wrong Item,2025-12-20,15
O50466,C003746,Late Delivery,2025-10-30,45
O50471,C003747,Food Quality,2025-10-11,29
O50498,C003748,Late Delivery,2025-12-19,34
O50504,C003749,Payment Failure,2025-10-14,23
O50520,C003750,Late Delivery,2025-10-30,15
O50536,C003751,Missing Item,2025-11-22,6
O50542,C003752,Late Delivery,2025-10-01,7
O50545,C003753,Missing Item,2025-11-27,35
O50550,C003754,Payment Failure,2025-11-23,47
O50589,C003755,Refund Not Processed,2025-11-23,32
O50599,C003756,Refund Not Processed,2025-11-24,35
O50611,C003757,Late Delivery,2025-12-12,27
O50613,C003758,Food Quality,2025-12-21,11
O50629,C003759,Late Delivery,2025-12-16,18
O50638,C003760,Food Quality,2025-10-27,9
O50640,C003761,Wrong Item,2025-10-14,40
O50656,C003762,Food Quality,2025-11-05,37
O50661,C003763,Refund Not Processed,2025-12-11,11
O50679,C003764,Refund Not Processed,2025-11-28,30
O50685,C003765,App Issue,2025-10-25,17
O50690,C003766,Missing Item,2025-12-11,44
O50747,C003767,Late Delivery,2025-11-17,40
O50776,C003768,Refund Not Processed,2025-12-23,6
O50779,C003769,Food Quality,2025-10-16,43
O50788,C003770,Missing Item,2025-10-06,8
O50807,C003771,Wrong Item,2025-10-02,30
O50830,C003772,Late Delivery,2025-10-29,41
O50838,C003773,Late Delivery,2025-10-16,44
O50839,C003774,Food Quality,2025-12-09,46
O50844,C003775,Late Delivery,2025-11-14,35
O50871,C003776,Wrong Item,2025-12-16,44
O50878,C003777,Missing Item,2025-10-31,28
O50904,C003778,Food Quality,2025-10-28,7
O50919,C003779,Late Delivery,2025-12-06,12
O50924,C003780,Late Delivery,2025-10-09,21
O50938,C003781,Refund Not Processed,2025-10-10,5
O50940,C003782,Food Quality,2025-10-24,5
O50944,C003783,Refund Not Processed,2025-12-03,20
O50945,C003784,Late Delivery,2025-11-05,14
O50947,C003785,Late Delivery,2025-11-01,46
O50956,C003786,Late Delivery,2025-10-13,6
O50974,C003787,Refund Not Processed,2025-12-06,15
O50983,C003788,Food Quality,2025-12-12,6
O50989,C003789,Refund Not Processed,2025-10-01,10
O50990,C003790,Refund Not Processed,2025-12-12,22
O51006,C003791,Late Delivery,2025-12-25,24
O51007,C003792,Late Delivery,2025-10-02,32
O51014,C003793,Late Delivery,2025-12-12,24
O51018,C003794,Late Delivery,2025-10-26,39
O51046,C003795,Refund Not Processed,2025-11-20,47
O51067,C003796,Payment Failure,2025-12-26,25
O51103,C003797,Late Delivery,2025-11-23,40
O51104,C003798,Late Delivery,2025-10-27,15
O51119,C003799,App Issue,2025-10-02,24
O51131,C003800,App Issue,2025-10-20,10
O51142,C003801,Refund Not Processed,2025-11-20,19
O51151,C003802,App Issue,2025-12-05,46
O51160,C003803,Late Delivery,2025-12-05,32
O51167,C003804,Refund Not Processed,2025-11-20,26
O51187,C003805,Payment Failure,2025-12-21,22
O51194,C003806,Food Quality,2025-12-27,21
O51196,C003807,App Issue,2025-11-29,18
O51206,C003808,Late Delivery,2025-10-04,10
O51217,C003809,App Issue,2025-12-23,25
O51218,C003810,App Issue,2025-10-30,23
O51238,C003811,Wrong Item,2025-12-29,31
O51256,C003812,Payment Failure,2025-11-15,36
O51284,C003813,Late Delivery,2025-11-14,31
O51294,C003814,Food Quality,2025-10-07,29
O51295,C003815,App Issue,2025-10-29,9
O51318,C003816,App Issue,2025-10-18,6
O51319,C003817,Late Delivery,2025-12-03,15
O51327,C003818,Wrong Item,2025-11-11,20
O51339,C003819,Refund Not Processed,2025-12-24,47
O51356,C003820,Refund Not Processed,2025-12-02,45
O51369,C003821,Refund Not Processed,2025-10-18,30
O51372,C003822,Missing Item,2025-10-05,23
O51391,C003823,Late Delivery,2025-10-02,30
O51413,C003824,Wrong Item,2025-12-29,5
O51433,C003825,Food Quality,2025-12-13,46
O51439,C003826,Late Delivery,2025-12-18,46
O51441,C003827,Food Quality,2025-12-05,5
O51466,C003828,App Issue,2025-11-21,21
O51477,C003829,Late Delivery,2025-10-03,41
O51499,C003830,App Issue,2025-11-07,16
O51504,C003831,Late Delivery,2025-10-22,30
O51539,C003832,App Issue,2025-11-30,37
O51557,C003833,Late Delivery,2025-12-09,45
O51563,C003834,App Issue,2025-10-10,36
O51569,C003835,Late Delivery,2025-10-16,26
O51578,C003836,Late Delivery,2025-11-10,12
O51583,C003837,App Issue,2025-11-01,45
O51588,C003838,Late Delivery,2025-10-29,32
O51607,C003839,Refund Not Processed,2025-10-22,40
O51635,C003840,App Issue,2025-11-29,21
O51657,C003841,Late Delivery,2025-10-27,21
O51670,C003842,Late Delivery,2025-10-31,34
O51671,C003843,Food Quality,2025-12-23,30
O51685,C003844,App Issue,2025-10-25,38
O51686,C003845,Late Delivery,2025-11-30,31
O51715,C003846,Wrong Item,2025-10-13,23
O51722,C003847,App Issue,2025-11-22,28
O51744,C003848,Late Delivery,2025-12-21,47
O51754,C003849,Refund Not Processed,2025-11-14,47
O51757,C003850,App Issue,2025-12-26,38
O51773,C003851,App Issue,2025-11-06,12
O51781,C003852,Food Quality,2025-12-05,21
O51798,C003853,Payment Failure,2025-11-25,5
O51808,C003854,Late Delivery,2025-12-05,14
O51812,C003855,Late Delivery,2025-10-29,15
O51813,C003856,Payment Failure,2025-11-20,27
O51817,C003857,Late Delivery,2025-10-11,37
O51821,C003858,Refund Not Processed,2025-11-13,31
O51844,C003859,Late Delivery,2025-11-12,43
O51851,C003860,Food Quality,2025-12-21,35
O51855,C003861,Wrong Item,2025-10-05,43
O51856,C003862,App Issue,2025-12-16,40
O51857,C003863,Food Quality,2025-10-25,42
O51893,C003864,Late Delivery,2025-10-28,5
O51895,C003865,Late Delivery,2025-12-21,46
O51898,C003866,Payment Failure,2025-10-29,47
O51902,C003867,App Issue,2025-11-07,42
O51941,C003868,Late Delivery,2025-11-08,21
O51967,C003869,App Issue,2025-10-17,12
O51969,C003870,Refund Not Processed,2025-11-01,5
O51977,C003871,Late Delivery,2025-11-02,22
O51984,C003872,Refund Not Processed,2025-10-27,46
O51989,C003873,App Issue,2025-10-16,14
O51995,C003874,Refund Not Processed,2025-12-18,5
O52006,C003875,Late Delivery,2025-10-20,7
O52007,C003876,Late Delivery,2025-11-15,37
O52031,C003877,Late Delivery,2025-12-12,24
O52045,C003878,Wrong Item,2025-11-08,4
O52057,C003879,Food Quality,2025-11-05,43
O52075,C003880,Refund Not Processed,2025-11-06,21
O52076,C003881,Food Quality,2025-10-07,30
O52077,C003882,Late Delivery,2025-10-12,34
O52095,C003883,Food Quality,2025-10-22,16
O52108,C003884,Wrong Item,2025-10-30,26
O52116,C003885,Wrong Item,2025-12-03,24
O52132,C003886,App Issue,2025-10-06,36
O52143,C003887,Late Delivery,2025-12-25,11
O52161,C003888,Missing Item,2025-11-20,25
O52163,C003889,Wrong Item,2025-11-16,46
O52166,C003890,App Issue,2025-11-08,20
O52182,C003891,Food Quality,2025-10-22,16
O52196,C003892,Refund Not Processed,2025-11-27,47
O52224,C003893,Wrong Item,2025-12-16,12
O52236,C003894,Refund Not Processed,2025-11-09,41
O52237,C003895,Late Delivery,2025-12-29,9
O52253,C003896,Refund Not Processed,2025-11-04,45
O52268,C003897,Late Delivery,2025-10-31,37
O52282,C003898,Wrong Item,2025-12-19,45
O52301,C003899,Missing Item,2025-11-09,41
O52322,C003900,Late Delivery,2025-11-21,22
O52343,C003901,Refund Not Processed,2025-10-11,18
O52345,C003902,Late Delivery,2025-11-16,27
O52354,C003903,App Issue,2025-10-02,4
O52355,C003904,Late Delivery,2025-11-08,4
O52375,C003905,App Issue,2025-11-09,37
O52376,C003906,Late Delivery,2025-12-14,15
O52381,C003907,Late Delivery,2025-12-13,38
O52382,C003908,App Issue,2025-11-03,33
O52400,C003909,App Issue,2025-12-08,33
O52407,C003910,Late Delivery,2025-12-12,5
O52424,C003911,App Issue,2025-12-21,43
O52425,C003912,Late Delivery,2025-12-13,36
O52433,C003913,Payment Failure,2025-10-09,28
O52465,C003914,Refund Not Processed,2025-10-10,4
O52479,C003915,Refund Not Processed,2025-10-18,39
O52482,C003916,Food Quality,2025-10-13,21
O52488,C003917,Refund Not Processed,2025-12-29,47
O52497,C003918,Late Delivery,2025-11-04,5
O52507,C003919,Missing Item,2025-12-17,18
O52516,C003920,Late Delivery,2025-11-21,40
O52520,C003921,Payment Failure,2025-12-01,40
O52535,C003922,Wrong Item,2025-12-16,26
O52555,C003923,Late Delivery,2025-10-19,4
O52557,C003924,Late Delivery,2025-12-20,31
O52576,C003925,Food Quality,2025-10-16,21
O52643,C003926,Wrong Item,2025-10-16,34
O52645,C003927,Late Delivery,2025-12-04,6
O52659,C003928,Wrong Item,2025-11-20,20
O52697,C003929,Late Delivery,2025-11-11,29
O52708,C003930,Late Delivery,2025-11-26,8
O52724,C003931,Refund Not Processed,2025-11-12,27
O52751,C003932,App Issue,2025-10-10,32
O52760,C003933,Late Delivery,2025-10-03,18
O52761,C003934,Food Quality,2025-12-11,45
O52772,C003935,Refund Not Processed,2025-11-28,46
O52808,C003936,Food Quality,2025-12-12,25
O52814,C003937,Late Delivery,2025-12-17,17
O52828,C003938,Refund Not Processed,2025-11-17,42
O52834,C003939,Late Delivery,2025-12-21,19
O52841,C003940,App Issue,2025-12-21,47
O52842,C003941,Food Quality,2025-12-11,12
O52851,C003942,Late Delivery,2025-10-23,42
O52873,C003943,Food Quality,2025-12-04,23
O52874,C003944,Food Quality,2025-10-08,23
O52883,C003945,App Issue,2025-10-14,5
O52902,C003946,App Issue,2025-12-08,37
O52913,C003947,Late Delivery,2025-12-17,19
O52940,C003948,Refund Not Processed,2025-10-27,10
O52948,C003949,Refund Not Processed,2025-10-24,12
O52950,C003950,Wrong Item,2025-10-18,29
O52952,C003951,Payment Failure,2025-12-26,47
O52963,C003952,Late Delivery,2025-10-23,9
O52970,C003953,Food Quality,2025-10-12,14
O53005,C003954,Food Quality,2025-12-12,8
O53020,C003955,Missing Item,2025-11-13,10
O53022,C003956,Late Delivery,2025-12-23,9
O53033,C003957,Food Quality,2025-11-23,32
O53055,C003958,Payment Failure,2025-11-04,32
O53062,C003959,Refund Not Processed,2025-10-25,9
O53077,C003960,Missing Item,2025-10-03,33
O53080,C003961,Refund Not Processed,2025-12-20,22
O53089,C003962,Wrong Item,2025-11-18,20
O53108,C003963,Refund Not Processed,2025-12-21,7
O53147,C003964,Missing Item,2025-11-16,46
O53158,C003965,Refund Not Processed,2025-10-08,20
O53162,C003966,App Issue,2025-10-21,42
O53163,C003967,Refund Not Processed,2025-10-08,13
O53170,C003968,Missing Item,2025-10-25,46
O53176,C003969,Food Quality,2025-12-04,7
O53177,C003970,App Issue,2025-11-08,45
O53187,C003971,Late Delivery,2025-12-02,18
O53228,C003972,App Issue,2025-11-29,31
O53246,C003973,App Issue,2025-10-04,18
O53255,C003974,App Issue,2025-10-01,47
O53268,C003975,Refund Not Processed,2025-10-29,34
O53279,C003976,App Issue,2025-12-10,10
O53291,C003977,Late Delivery,2025-12-07,35
O53294,C003978,Late Delivery,2025-10-22,32
O53303,C003979,App Issue,2025-10-06,17
O53309,C003980,Food Quality,2025-11-02,27
O53314,C003981,Refund Not Processed,2025-10-08,37
O53335,C003982,Late Delivery,2025-11-05,46
O53342,C003983,Late Delivery,2025-10-02,44
O53352,C003984,Payment Failure,2025-12-25,30
O53356,C003985,Food Quality,2025-10-26,27
O53369,C003986,Missing Item,2025-11-16,40
O53388,C003987,App Issue,2025-10-25,43
O53390,C003988,Food Quality,2025-11-24,30
O53391,C003989,Refund Not Processed,2025-11-17,46
O53407,C003990,Food Quality,2025-12-18,32
O53432,C003991,App Issue,2025-10-30,8
O53434,C003992,Wrong Item,2025-12-05,28
O53461,C003993,Refund Not Processed,2025-12-12,23
O53465,C003994,App Issue,2025-12-23,7
O53501,C003995,App Issue,2025-12-21,45
O53503,C003996,App Issue,2025-10-19,27
O53529,C003997,Food Quality,2025-10-16,9
O53552,C003998,Wrong Item,2025-11-14,37
O53555,C003999,Late Delivery,2025-11-18,6
O53556,C004000,Food Quality,2025-12-24,31
O53576,C004001,Late Delivery,2025-12-05,6
O53581,C004002,Food Quality,2025-11-23,32
O53595,C004003,Late Delivery,2025-12-13,15
O53632,C004004,App Issue,2025-12-22,9
O53634,C004005,Refund Not Processed,2025-12-22,39
O53639,C004006,Food Quality,2025-12-20,46
O53653,C004007,Food Quality,2025-11-26,41
O53676,C004008,Refund Not Processed,2025-10-16,30
O53682,C004009,Wrong Item,2025-12-16,14
O53687,C004010,Wrong Item,2025-12-13,36
O53711,C004011,App Issue,2025-12-05,20
O53716,C004012,App Issue,2025-11-26,23
O53741,C004013,Food Quality,2025-10-14,13
O53742,C004014,Late Delivery,2025-10-25,4
O53745,C004015,Late Delivery,2025-11-21,7
O53760,C004016,Late Delivery,2025-12-09,47
O53781,C004017,Refund Not Processed,2025-10-16,46
O53791,C004018,Payment Failure,2025-10-16,11
O53801,C004019,Wrong Item,2025-10-23,34
O53822,C004020,App Issue,2025-10-15,29
O53834,C004021,App Issue,2025-11-08,8
O53856,C004022,Food Quality,2025-10-04,17
O53867,C004023,Wrong Item,2025-12-28,28
O53879,C004024,Payment Failure,2025-12-09,15
O53880,C004025,Late Delivery,2025-10-14,39
O53899,C004026,Food Quality,2025-10-05,25
O53913,C004027,Late Delivery,2025-11-29,40
O53915,C004028,Late Delivery,2025-11-19,47
O53919,C004029,Late Delivery,2025-11-27,32
O53936,C004030,Food Quality,2025-12-18,7
O53952,C004031,Wrong Item,2025-12-06,23
O53957,C004032,Payment Failure,2025-11-14,9
O53963,C004033,Food Quality,2025-11-29,41
O53968,C004034,Refund Not Processed,2025-11-29,36
O53992,C004035,Refund Not Processed,2025-12-20,23
O54035,C004036,Wrong Item,2025-10-14,32
O54040,C004037,Late Delivery,2025-11-08,34
O54050,C004038,Food Quality,2025-10-31,19
O54055,C004039,Refund Not Processed,2025-11-28,4
O54060,C004040,Payment Failure,2025-11-08,11
O54072,C004041,Food Quality,2025-11-15,16
O54074,C004042,Late Delivery,2025-10-09,41
O54080,C004043,Late Delivery,2025-10-25,12
O54118,C004044,Food Quality,2025-12-10,7
O54130,C004045,App Issue,2025-10-13,40
O54133,C004046,Food Quality,2025-10-07,38
O54134,C004047,Refund Not Processed,2025-10-03,43
O54144,C004048,Refund Not Processed,2025-11-05,38
O54159,C004049,Payment Failure,2025-10-18,40
O54164,C004050,Late Delivery,2025-12-22,45
O54166,C004051,Wrong Item,2025-12-26,17
O54174,C004052,Late Delivery,2025-10-14,44
O54199,C004053,Late Delivery,2025-10-29,4
O54230,C004054,App Issue,2025-10-24,32
O54239,C004055,Payment Failure,2025-11-22,42
O54256,C004056,Missing Item,2025-11-18,17
O54262,C004057,Refund Not Processed,2025-10-22,14
O54281,C004058,Late Delivery,2025-12-06,11
O54298,C004059,App Issue,2025-10-17,43
O54306,C004060,Late Delivery,2025-10-03,16
O54312,C004061,Food Quality,2025-10-18,38
O54315,C004062,Food Quality,2025-12-27,37
O54319,C004063,Late Delivery,2025-11-03,11
O54330,C004064,Food Quality,2025-10-17,37
O54362,C004065,Refund Not Processed,2025-11-23,35
O54389,C004066,Refund Not Processed,2025-12-07,15
O54410,C004067,Late Delivery,2025-11-15,26
O54416,C004068,Late Delivery,2025-12-24,37
O54444,C004069,Payment Failure,2025-10-21,9
O54446,C004070,Food Quality,2025-12-08,5
O54458,C004071,Late Delivery,2025-11-25,28
O54487,C004072,Refund Not Processed,2025-11-29,28
O54490,C004073,App Issue,2025-11-03,7
O54496,C004074,Late Delivery,2025-11-20,41
O54515,C004075,Payment Failure,2025-12-07,33
O54522,C004076,Late Delivery,2025-10-05,37
O54541,C004077,Wrong Item,2025-10-12,41
O54543,C004078,Refund Not Processed,2025-12-03,39
O54558,C004079,Late Delivery,2025-10-09,34
O54576,C004080,Refund Not Processed,2025-12-28,21
O54590,C004081,Late Delivery,2025-12-25,8
O54603,C004082,App Issue,2025-10-16,41
O54604,C004083,Food Quality,2025-12-15,25
O54607,C004084,Late Delivery,2025-11-12,27
O54614,C004085,Late Delivery,2025-11-02,47
O54641,C004086,Late Delivery,2025-10-11,42
O54642,C004087,Missing Item,2025-12-12,47
O54643,C004088,Refund Not Processed,2025-10-04,33
O54647,C004089,Late Delivery,2025-12-25,12
O54650,C004090,Payment Failure,2025-12-27,45
O54653,C004091,Payment Failure,2025-12-12,35
O54660,C004092,App Issue,2025-11-28,16
O54696,C004093,Refund Not Processed,2025-10-22,10
O54698,C004094,Late Delivery,2025-12-12,20
O54707,C004095,Wrong Item,2025-11-16,47
O54725,C004096,Missing Item,2025-11-22,34
O54727,C004097,Late Delivery,2025-10-20,21
O54731,C004098,Wrong Item,2025-12-04,20
O54735,C004099,Wrong Item,2025-10-12,43
O54736,C004100,App Issue,2025-11-28,27
O54748,C004101,Late Delivery,2025-11-03,13
O54754,C004102,App Issue,2025-10-22,9
O54759,C004103,App Issue,2025-12-26,7
O54765,C004104,Late Delivery,2025-12-29,33
O54766,C004105,Refund Not Processed,2025-10-31,9
O54772,C004106,Refund Not Processed,2025-11-15,38
O54774,C004107,Payment Failure,2025-11-29,14
O54781,C004108,Late Delivery,2025-10-13,19
O54787,C004109,Refund Not Processed,2025-11-14,16
O54791,C004110,Late Delivery,2025-10-23,24
O54815,C004111,Wrong Item,2025-12-01,9
O54823,C004112,Late Delivery,2025-10-03,15
O54826,C004113,Late Delivery,2025-12-06,37
O54859,C004114,Missing Item,2025-10-26,29
O54867,C004115,Wrong Item,2025-11-10,5
O54881,C004116,Refund Not Processed,2025-12-14,21
O54883,C004117,Late Delivery,2025-11-10,24
O54931,C004118,Refund Not Processed,2025-10-04,17
O54944,C004119,App Issue,2025-10-22,26
O54948,C004120,Late Delivery,2025-12-29,44
O54953,C004121,Missing Item,2025-10-16,7
O54956,C004122,Wrong Item,2025-11-15,45
O54957,C004123,Refund Not Processed,2025-11-17,22
O54958,C004124,Late Delivery,2025-11-16,12
O54976,C004125,Late Delivery,2025-11-17,15
O55003,C004126,Late Delivery,2025-11-23,17
O55005,C004127,Late Delivery,2025-12-07,46
O55006,C004128,Late Delivery,2025-10-29,11
O55018,C004129,Late Delivery,2025-12-20,42
O55024,C004130,Late Delivery,2025-10-28,26
O55031,C004131,Food Quality,2025-10-18,7
O55038,C004132,Late Delivery,2025-10-22,18
O55053,C004133,Late Delivery,2025-11-21,18
O55055,C004134,Refund Not Processed,2025-10-01,42
O55076,C004135,Refund Not Processed,2025-12-15,37
O55090,C004136,Late Delivery,2025-12-26,39
O55096,C004137,Late Delivery,2025-11-18,41
O55101,C004138,Food Quality,2025-10-15,47
O55116,C004139,Late Delivery,2025-11-28,23
O55122,C004140,Wrong Item,2025-12-01,12
O55155,C004141,Late Delivery,2025-11-19,26
O55168,C004142,Refund Not Processed,2025-11-29,35
O55198,C004143,Late Delivery,2025-11-08,46
O55225,C004144,App Issue,2025-11-02,18
O55250,C004145,App Issue,2025-12-11,35
O55260,C004146,Food Quality,2025-12-03,29
O55269,C004147,Food Quality,2025-12-04,30
O55297,C004148,Late Delivery,2025-10-16,39
O55325,C004149,App Issue,2025-12-28,28
O55329,C004150,Late Delivery,2025-11-30,4
O55339,C004151,Refund Not Processed,2025-12-29,46
O55341,C004152,Payment Failure,2025-12-22,33
O55365,C004153,Late Delivery,2025-11-05,31
O55368,C004154,Refund Not Processed,2025-11-18,12
O55374,C004155,Food Quality,2025-12-11,11
O55479,C004156,Wrong Item,2025-12-20,40
O55485,C004157,Refund Not Processed,2025-10-29,6
O55489,C004158,Food Quality,2025-11-29,38
O55494,C004159,Late Delivery,2025-12-03,47
O55510,C004160,Late Delivery,2025-11-08,15
O55512,C004161,Refund Not Processed,2025-12-05,19
O55524,C004162,App Issue,2025-11-08,44
O55534,C004163,Late Delivery,2025-12-04,32
O55536,C004164,Late Delivery,2025-12-24,39
O55538,C004165,Payment Failure,2025-11-17,9
O55552,C004166,Late Delivery,2025-10-05,18
O55584,C004167,Missing Item,2025-10-18,19
O55597,C004168,Late Delivery,2025-10-30,39
O55598,C004169,Late Delivery,2025-10-09,11
O55664,C004170,Payment Failure,2025-11-17,5
O55665,C004171,Food Quality,2025-11-23,17
O55667,C004172,Late Delivery,2025-11-18,16
O55672,C004173,App Issue,2025-12-02,35
O55676,C004174,Food Quality,2025-12-21,39
O55682,C004175,App Issue,2025-11-29,25
O55683,C004176,Refund Not Processed,2025-10-28,24
O55692,C004177,App Issue,2025-11-14,5
O55697,C004178,Food Quality,2025-11-17,47
O55703,C004179,Late Delivery,2025-10-04,6
O55706,C004180,Wrong Item,2025-10-15,10
O55708,C004181,Late Delivery,2025-12-05,28
O55754,C004182,App Issue,2025-12-18,18
O55755,C004183,Refund Not Processed,2025-10-14,10
O55775,C004184,App Issue,2025-11-03,21
O55791,C004185,Late Delivery,2025-12-18,45
O55800,C004186,Food Quality,2025-12-22,23
