restaurant_id,city,cuisine,avg_rating,onboarding_date,commission_percentage
R2847,Pune,Biryani,3.8,2025-04-11,24
R2848,Lucknow,Chinese,4.2,2024-09-13,22
R2849,Kolkata,Thai,3.4,2025-03-21,20
R2850,Pune,Biryani,4.3,2024-04-10,25
R2851,Bangalore,Biryani,2.8,2025-01-24,16
R2852,Kolkata,Fast Food,4.3,2024-09-13,16
R2853,Kolkata,Fast Food,3.1,2025-01-08,27
R2854,Pune,Fast Food,3.2,2024-05-26,24
R2855,Bangalore,Thai,3.9,2024-11-17,23
R2856,Mumbai,Biryani,3.4,2024-12-07,15
R2857,Delhi,Thai,3.1,2025-01-06,23
R2858,Jaipur,Indian,3.2,2025-03-31,25
R2859,Kolkata,Biryani,4.6,2024-01-02,27
R2860,Chennai,Chinese,4.2,2025-02-03,23
R2861,Chennai,Chinese,3.1,2024-03-19,18
R2862,Hyderabad,Chinese,4.4,2024-02-07,25
R2863,Jaipur,Indian,4.7,2025-03-25,21
R2864,Hyderabad,Italian,3.0,2025-01-20,19
R2865,Kolkata,Biryani,4.2,2024-09-29,25
R2866,Ahmedabad,Fast Food,3.3,2025-04-08,27
R2867,Lucknow,Chinese,3.9,2025-04-16,17
R2868,Chennai,Thai,3.3,2024-11-03,25
R2869,Lucknow,Chinese,3.1,2024-11-20,15
R2870,Jaipur,Italian,3.9,2024-12-09,23
R2871,Chennai,Multi Cuisine,4.5,2024-10-29,15
R2872,Jaipur,Italian,4.7,2024-03-30,26
R2873,Lucknow,Italian,4.4,2024-08-09,24
R2874,Jaipur,Biryani,3.3,2025-01-18,24
R2875,Lucknow,Chinese,4.1,2024-10-15,19
R2876,Bangalore,Indian,3.1,2024-07-24,26
R2877,Delhi,Indian,3.6,2024-06-27,27
R2878,Delhi,Italian,3.1,2025-01-17,19
R2879,Pune,Indian,4.3,2025-05-04,18
R2880,Jaipur,Biryani,3.1,2024-01-22,21
R2881,Kolkata,Indian,4.3,2025-04-11,26
R2882,Mumbai,Italian,3.0,2024-03-04,18
R2883,Pune,Indian,3.9,2024-08-20,16
R2884,Jaipur,Chinese,3.2,2025-05-05,20
R2885,Bangalore,Biryani,3.1,2024-11-09,27
R2886,Pune,Biryani,3.7,2024-10-08,24
R2887,Kolkata,Biryani,4.7,2024-06-11,18
R2888,Mumbai,Chinese,3.0,2024-11-27,22
R2889,Jaipur,Multi Cuisine,3.7,2024-01-02,26
R2890,Lucknow,Thai,3.0,2024-10-20,17
R2891,Lucknow,Chinese,3.3,2024-03-08,25
R2892,Chennai,Chinese,3.3,2024-02-13,16
R2893,Pune,Fast Food,3.8,2024-02-19,17
R2894,Mumbai,Biryani,4.4,2024-03-24,25
R2895,Kolkata,Thai,3.5,2025-01-01,22
R2896,Hyderabad,Italian,4.4,2025-03-18,17
R2897,Chennai,Indian,2.8,2024-06-01,23
R2898,Kolkata,Fast Food,2.9,2024-10-03,27
R2899,Pune,Indian,3.1,2024-11-22,27
R2900,Chennai,Indian,3.7,2024-11-09,27
R2901,Bangalore,Chinese,3.5,2024-02-11,27
R2902,Pune,Fast Food,4.2,2025-03-09,18
R2903,Pune,Italian,4.8,2025-03-03,25
R2904,Pune,Indian,4.4,2025-03-17,22
R2905,Delhi,Indian,4.4,2025-05-01,26
R2906,Mumbai,Fast Food,4.8,2025-02-06,19
R2907,Jaipur,Italian,3.7,2025-05-11,27
R2908,Jaipur,Italian,4.7,2025-01-31,24
R2909,Jaipur,Thai,4.0,2024-09-28,21
R2910,Chennai,Italian,4.2,2024-08-11,21
R2911,Chennai,Indian,2.9,2024-05-31,21
R2912,Hyderabad,Chinese,3.7,2024-11-03,21
R2913,Ahmedabad,Fast Food,4.7,2024-11-08,22
R2914,Ahmedabad,Italian,4.7,2024-11-25,20
R2915,Mumbai,Thai,3.6,2024-08-21,24
R2916,Jaipur,Chinese,3.9,2024-08-03,16
R2917,Delhi,Italian,4.5,2024-02-03,18
R2918,Hyderabad,Indian,3.4,2024-07-28,17
R2919,Bangalore,Italian,3.2,2024-12-30,25
R2920,Mumbai,Thai,3.1,2024-08-04,16
R2921,Lucknow,Indian,3.1,2024-02-08,22
R2922,Delhi,Fast Food,4.6,2025-04-07,27
R2923,Jaipur,Indian,4.0,2024-05-11,19
R2924,Chennai,Italian,3.9,2024-10-03,21
R2925,Hyderabad,Thai,3.1,2024-02-01,19
R2926,Delhi,Biryani,3.6,2025-03-11,22
R2927,Lucknow,Thai,4.8,2024-08-04,15
R2928,Pune,Chinese,3.8,2024-09-14,21
R2929,Pune,Indian,2.9,2024-11-24,26
R2930,Kolkata,Multi Cuisine,3.6,2024-02-03,15
R2931,Kolkata,Indian,2.9,2024-07-05,22
R2932,Mumbai,Biryani,4.1,2024-07-26,26
R2933,Pune,Multi Cuisine,3.6,2024-02-01,20
R2934,Bangalore,Italian,3.1,2024-02-16,19
R2935,Mumbai,Chinese,4.5,2024-05-15,26
R2936,Hyderabad,Thai,4.0,2024-01-23,18
R2937,Kolkata,Chinese,3.8,2024-10-27,17
R2938,Chennai,Thai,4.4,2025-04-21,18
R2939,Kolkata,Chinese,3.9,2025-03-07,22
R2940,Lucknow,Chinese,2.9,2024-08-18,25
R2941,Hyderabad,Multi Cuisine,3.3,2024-12-04,19
R2942,Delhi,Fast Food,3.9,2024-04-24,15
R2943,Pune,Indian,3.0,2024-01-15,22
R2944,Ahmedabad,Thai,3.3,2025-04-04,17
R2945,Delhi,Fast Food,4.0,2025-04-12,15
R2946,Kolkata,Fast Food,4.7,2024-09-11,17
R2947,Kolkata,Italian,4.3,2024-09-16,21
R2948,Delhi,Indian,3.8,2025-04-24,24
R2949,Mumbai,Thai,3.2,2024-10-02,22
R2950,Lucknow,Italian,3.2,2024-12-11,23
R2951,Mumbai,Fast Food,4.4,2024-11-15,17
R2952,Lucknow,Italian,4.7,2024-06-25,22
R2953,Hyderabad,Fast Food,3.0,2024-03-02,25
R2954,Mumbai,Biryani,4.2,2024-04-11,24
R2955,Chennai,Fast Food,4.3,2024-03-25,25
R2956,Ahmedabad,Indian,3.8,2025-01-26,25
R2957,Mumbai,Italian,3.5,2024-10-16,19
R2958,Ahmedabad,Chinese,4.2,2024-03-11,25
R2959,Hyderabad,Chinese,3.7,2024-11-13,16
R2960,Kolkata,Multi Cuisine,3.7,2024-04-09,23
R2961,Pune,Indian,3.0,2024-03-11,19
R2962,Hyderabad,Italian,4.1,2024-09-21,26
R2963,Pune,Chinese,3.0,2024-11-16,20
R2964,Bangalore,Italian,3.4,2024-05-18,21
R2965,Lucknow,Multi Cuisine,3.2,2025-04-10,15
R2966,Hyderabad,Chinese,4.7,2025-03-30,17
R2967,Hyderabad,Multi Cuisine,3.0,2024-03-06,18
R2968,Jaipur,Indian,3.7,2025-03-28,16
R2969,Delhi,Chinese,4.0,2024-02-17,22
R2970,Ahmedabad,Thai,3.7,2024-10-13,18
R2971,Jaipur,Chinese,4.1,2024-06-16,22
R2972,Ahmedabad,Multi Cuisine,2.9,2024-12-13,16
R2973,Chennai,Chinese,4.7,2024-03-24,15
R2974,Ahmedabad,Indian,3.5,2025-04-28,15
R2975,Chennai,Fast Food,3.7,2024-05-13,19
R2976,Kolkata,Multi Cuisine,3.9,2025-01-20,19
R2977,Hyderabad,Italian,4.1,2024-04-20,17
R2978,Lucknow,Biryani,3.1,2025-03-21,17
R2979,Pune,Biryani,3.5,2024-07-08,25
R2980,Pune,Chinese,4.0,2024-07-16,26
R2981,Pune,Italian,3.9,2025-02-02,19
R2982,Delhi,Chinese,2.9,2025-03-25,15
R2983,Bangalore,Italian,4.3,2024-04-11,19
R2984,Delhi,Multi Cuisine,3.6,2025-01-01,21
R2985,Jaipur,Biryani,2.8,2025-02-20,27
R2986,Bangalore,Thai,4.4,2024-10-14,22
R2987,Ahmedabad,Multi Cuisine,2.8,2024-05-05,21
R2988,Chennai,Chinese,3.2,2025-04-28,22
R2989,Kolkata,Multi Cuisine,4.2,2025-03-27,19
R2990,Mumbai,Chinese,4.0,2025-03-26,22
R2991,Hyderabad,Italian,3.9,2024-09-29,15
R2992,Hyderabad,Thai,3.8,2025-03-11,23
R2993,Mumbai,Fast Food,4.7,2025-04-07,15
R2994,Lucknow,Chinese,2.9,2025-02-26,23
R2995,Jaipur,Biryani,3.7,2024-11-27,17
R2996,Mumbai,Chinese,4.7,2024-09-19,17
R2997,Delhi,Indian,3.3,2024-01-02,16
R2998,Chennai,Indian,2.9,2024-09-11,25
R2999,Ahmedabad,Thai,3.8,2025-03-27,20
R3000,Ahmedabad,Fast Food,4.3,2024-06-13,21
R3001,Chennai,Italian,3.2,2025-02-11,23
R3002,Delhi,Indian,3.3,2025-04-11,24
R3003,Kolkata,Chinese,3.1,2024-02-16,24
R3004,Kolkata,Chinese,3.5,2025-01-10,19
R3005,Lucknow,Thai,4.6,2024-01-02,26
R3006,Kolkata,Italian,3.2,2024-07-01,27
R3007,Pune,Indian,3.3,2024-08-11,24
R3008,Mumbai,Biryani,4.6,2024-08-12,25
R3009,Ahmedabad,Italian,4.7,2024-12-13,18
R3010,Delhi,Biryani,2.9,2024-09-11,16
R3011,Delhi,Multi Cuisine,3.9,2024-10-25,21
R3012,Kolkata,Chinese,3.4,2025-03-18,18
R3013,Delhi,Biryani,3.1,2024-10-19,16
R3014,Hyderabad,Italian,3.8,2024-05-09,27
R3015,Lucknow,Indian,4.4,2024-08-01,21
R3016,Pune,Italian,3.1,2025-02-01,26
R3017,Chennai,Fast Food,3.4,2024-04-20,24
R3018,Jaipur,Fast Food,3.9,2025-02-05,21
R3019,Ahmedabad,Biryani,4.6,2024-06-10,22
R3020,Bangalore,Chinese,4.6,2025-02-21,18
R3021,Bangalore,Indian,4.1,2025-02-23,16
R3022,Pune,Biryani,4.3,2025-01-05,16
R3023,Bangalore,Italian,3.0,2025-04-03,26
R3024,Delhi,Fast Food,4.2,2024-04-14,17
R3025,Pune,Indian,3.5,2024-04-13,24
R3026,Delhi,Fast Food,4.2,2024-02-24,25
R3027,Mumbai,Indian,3.1,2024-11-03,16
R3028,Jaipur,Multi Cuisine,4.0,2024-06-12,16
R3029,Mumbai,Multi Cuisine,3.5,2024-05-23,24
R3030,Mumbai,Indian,3.7,2024-03-29,25
R3031,Chennai,Multi Cuisine,3.0,2025-02-28,16
R3032,Hyderabad,Fast Food,4.2,2024-07-02,17
R3033,Hyderabad,Multi Cuisine,4.3,2024-02-01,19
R3034,Lucknow,Fast Food,3.1,2024-08-09,26
R3035,Bangalore,Multi Cuisine,3.8,2024-10-24,25
R3036,Hyderabad,Thai,4.4,2024-10-04,15
R3037,Kolkata,Italian,3.2,2024-08-07,16
R3038,Bangalore,Italian,3.0,2024-02-06,26
R3039,Pune,Indian,4.6,2024-12-29,26
R3040,Bangalore,Italian,4.3,2024-12-24,21
R3041,Pune,Italian,3.4,2024-12-07,19
R3042,Lucknow,Italian,4.3,2025-01-26,18
R3043,Delhi,Multi Cuisine,2.9,2024-09-19,18
R3044,Bangalore,Thai,4.4,2024-08-26,15
R3045,Hyderabad,Multi Cuisine,3.6,2024-09-22,23
R3046,Hyderabad,Indian,3.3,2025-03-03,22
R3047,Hyderabad,Chinese,3.2,2025-02-27,23
R3048,Delhi,Chinese,3.6,2024-06-10,20
R3049,Mumbai,Multi Cuisine,4.1,2024-01-07,23
R3050,Delhi,Biryani,4.4,2024-05-31,25
R3051,Hyderabad,Chinese,2.8,2024-05-19,22
R3052,Jaipur,Fast Food,4.7,2025-03-06,22
R3053,Ahmedabad,Fast Food,4.5,2024-11-17,23
R3054,Delhi,Multi Cuisine,4.7,2024-03-12,26
R3055,Ahmedabad,Italian,3.3,2024-10-23,23
R3056,Mumbai,Multi Cuisine,3.1,2025-04-10,24
R3057,Chennai,Biryani,4.5,2024-08-10,26
R3058,Jaipur,Thai,2.8,2024-04-16,25
R3059,Jaipur,Thai,3.6,2024-01-20,15
R3060,Delhi,Italian,3.7,2025-02-07,18
R3061,Jaipur,Italian,3.3,2024-09-24,15
R3062,Pune,Chinese,3.3,2024-04-22,20
R3063,Delhi,Multi Cuisine,4.1,2024-03-10,16
R3064,Kolkata,Italian,3.4,2024-11-18,21
R3065,Bangalore,Biryani,3.0,2024-10-12,23
R3066,Chennai,Chinese,3.5,2024-01-24,24
R3067,Hyderabad,Biryani,3.8,2024-02-24,18
R3068,Bangalore,Italian,2.9,2024-06-24,24
R3069,Bangalore,Italian,4.8,2024-11-29,24
R3070,Hyderabad,Chinese,4.2,2024-06-25,22
R3071,Bangalore,Indian,3.0,2025-03-22,27
R3072,Pune,Multi Cuisine,2.9,2024-06-05,18
R3073,Mumbai,Chinese,4.8,2024-06-05,17
R3074,Delhi,Multi Cuisine,4.1,2024-11-25,24
R3075,Jaipur,Indian,4.0,2024-05-04,18
R3076,Kolkata,Indian,3.2,2024-08-21,24
R3077,Delhi,Thai,4.5,2024-04-14,20
R3078,Ahmedabad,Chinese,2.9,2025-02-26,19
R3079,Delhi,Italian,4.3,2024-06-09,25
R3080,Delhi,Biryani,3.1,2024-03-12,25
R3081,Pune,Italian,4.4,2024-12-27,21
R3082,Lucknow,Indian,3.2,2024-01-13,16
R3083,Jaipur,Fast Food,4.7,2024-12-27,20
R3084,Bangalore,Biryani,3.2,2024-01-28,26
R3085,Mumbai,Multi Cuisine,4.0,2024-09-12,23
R3086,Lucknow,Multi Cuisine,4.5,2025-01-02,15
R3087,Delhi,Italian,3.7,2025-01-29,18
R3088,Pune,Fast Food,3.7,2024-12-02,21
R3089,Chennai,Fast Food,4.7,2024-09-28,26
R3090,Lucknow,Biryani,2.9,2024-03-28,18
R3091,Kolkata,Indian,3.8,2025-02-20,16
R3092,Chennai,Thai,3.6,2024-07-04,20
R3093,Pune,Fast Food,3.8,2024-08-28,18
R3094,Mumbai,Fast Food,3.4,2024-10-24,15
R3095,Delhi,Biryani,2.9,2024-09-25,25
R3096,Pune,Chinese,3.3,2024-11-17,25
R3097,Mumbai,Biryani,2.8,2025-03-09,18
R3098,Bangalore,Thai,3.0,2024-10-08,22
R3099,Delhi,Indian,3.3,2024-02-29,21
R3100,Ahmedabad,Italian,3.4,2024-04-02,15
R3101,Kolkata,Multi Cuisine,3.6,2024-09-11,26
R3102,Lucknow,Italian,4.6,2025-01-30,22
R3103,Ahmedabad,Thai,3.9,2025-01-21,18
R3104,Chennai,Fast Food,4.6,2024-05-25,26
R3105,Pune,Fast Food,2.9,2024-06-30,26
R3106,Bangalore,Thai,3.5,2024-04-13,19
R3107,Kolkata,Fast Food,3.6,2024-06-26,24
R3108,Hyderabad,Italian,2.9,2024-08-09,23
R3109,Mumbai,Italian,4.6,2024-04-12,18
R3110,Kolkata,Indian,3.4,2024-12-27,16
R3111,Pune,Thai,4.4,2024-08-14,20
R3112,Delhi,Chinese,3.7,2024-08-28,19
R3113,Jaipur,Chinese,3.7,2024-11-24,24
R3114,Jaipur,Fast Food,4.5,2024-04-19,19
R3115,Lucknow,Indian,3.5,2024-09-21,18
R3116,Bangalore,Chinese,2.9,2024-10-24,27
R3117,Lucknow,Fast Food,3.8,2024-07-01,25
R3118,Delhi,Chinese,3.3,2024-10-23,26
R3119,Kolkata,Multi Cuisine,3.5,2024-08-29,19
R3120,Hyderabad,Multi Cuisine,3.5,2024-03-04,26
R3121,Bangalore,Chinese,4.6,2024-06-25,19
R3122,Ahmedabad,Italian,4.5,2024-07-30,16
R3123,Jaipur,Indian,4.7,2025-05-10,20
R3124,Ahmedabad,Italian,4.0,2024-12-02,15
R3125,Hyderabad,Fast Food,4.0,2024-04-21,17
R3126,Kolkata,Chinese,3.8,2024-11-27,18
R3127,Mumbai,Thai,4.3,2025-01-20,22
R3128,Delhi,Multi Cuisine,4.6,2024-01-31,24
R3129,Delhi,Italian,2.9,2025-04-07,27
R3130,Lucknow,Italian,3.3,2024-11-07,25
R3131,Chennai,Italian,2.9,2024-09-19,15
R3132,Jaipur,Thai,3.5,2024-03-01,26
R3133,Hyderabad,Multi Cuisine,4.5,2024-10-16,27
R3134,Hyderabad,Chinese,3.8,2024-06-16,25
R3135,Kolkata,Chinese,4.6,2025-01-07,17
R3136,Lucknow,Thai,4.5,2024-10-30,21
R3137,Delhi,Fast Food,3.1,2024-05-28,23
R3138,Mumbai,Multi Cuisine,3.4,2025-01-06,19
R3139,Kolkata,Italian,3.9,2024-11-28,19
R3140,Lucknow,Chinese,3.5,2024-02-18,24
R3141,Ahmedabad,Fast Food,4.0,2025-01-05,19
R3142,Bangalore,Multi Cuisine,4.0,2024-12-27,23
R3143,Jaipur,Multi Cuisine,2.9,2024-05-09,24
R3144,Delhi,Multi Cuisine,3.6,2024-11-23,20
R3145,Mumbai,Fast Food,3.7,2024-01-20,27
R3146,Mumbai,Italian,4.6,2024-05-26,25
R3147,Ahmedabad,Fast Food,4.2,2025-01-15,23
R3148,Hyderabad,Multi Cuisine,3.3,2024-05-05,26
R3149,Bangalore,Biryani,4.0,2024-03-29,26
R3150,Ahmedabad,Indian,3.6,2025-05-11,15
R3151,Lucknow,Fast Food,4.6,2024-06-06,15
R3152,Delhi,Indian,2.9,2024-10-02,26
R3153,Bangalore,Fast Food,4.8,2024-10-13,18
R3154,Delhi,Italian,3.1,2025-05-12,26
R3155,Bangalore,Multi Cuisine,4.1,2025-02-04,21
R3156,Pune,Indian,3.4,2024-08-02,24
R3157,Ahmedabad,Indian,3.8,2025-01-03,23
R3158,Pune,Indian,3.4,2024-08-16,20
R3159,Chennai,Thai,3.7,2025-01-21,24
R3160,Mumbai,Multi Cuisine,3.3,2025-01-05,22
R3161,Chennai,Thai,3.0,2025-04-14,19
R3162,Pune,Indian,4.0,2024-05-18,24
R3163,Ahmedabad,Fast Food,4.6,2024-09-15,25
R3164,Jaipur,Thai,3.9,2025-03-04,15
R3165,Delhi,Indian,3.7,2024-11-10,27
R3166,Mumbai,Thai,2.9,2024-02-25,26
R3167,Lucknow,Italian,3.8,2025-01-03,17
R3168,Jaipur,Thai,4.3,2024-08-19,27
R3169,Jaipur,Italian,3.1,2024-02-24,27
R3170,Chennai,Biryani,4.3,2025-02-14,17
R3171,Lucknow,Thai,3.8,2025-01-19,23
R3172,Kolkata,Italian,4.3,2024-07-17,27
R3173,Hyderabad,Fast Food,3.1,2024-05-12,16
R3174,Pune,Italian,3.2,2025-04-28,16
R3175,Lucknow,Multi Cuisine,3.7,2024-07-30,24
R3176,Delhi,Chinese,3.8,2025-03-09,15
R3177,Pune,Indian,4.8,2024-09-16,26
R3178,Lucknow,Italian,4.8,2024-11-29,19
R3179,Bangalore,Fast Food,3.7,2025-05-04,16
R3180,Lucknow,Multi Cuisine,3.3,2024-02-10,22
R3181,Ahmedabad,Thai,4.2,2024-05-26,15
R3182,Ahmedabad,Italian,3.2,2024-10-07,26
R3183,Kolkata,Fast Food,3.4,2024-09-19,27
R3184,Ahmedabad,Multi Cuisine,3.9,2024-05-24,26
R3185,Bangalore,Chinese,4.7,2025-05-02,16
R3186,Delhi,Indian,2.9,2025-02-20,26
R3187,Ahmedabad,Thai,4.1,2024-07-06,20
R3188,Chennai,Chinese,4.5,2025-02-20,15
R3189,Bangalore,Chinese,4.3,2024-04-19,20
R3190,Ahmedabad,Thai,3.8,2025-02-15,16
R3191,Pune,Multi Cuisine,4.5,2025-02-04,19
R3192,Delhi,Biryani,4.4,2024-06-24,20
R3193,Mumbai,Multi Cuisine,4.3,2024-04-26,17
R3194,Hyderabad,Indian,3.0,2025-04-23,27
R3195,Jaipur,Multi Cuisine,4.2,2025-01-30,27
R3196,Jaipur,Multi Cuisine,3.1,2024-08-05,22
R3197,Lucknow,Chinese,4.6,2024-08-30,19
R3198,Mumbai,Chinese,4.1,2024-01-03,23
R3199,Delhi,Multi Cuisine,4.6,2024-07-12,21
R3200,Delhi,Thai,3.1,2024-12-01,20
R3201,Mumbai,Indian,4.0,2024-06-28,24
R3202,Lucknow,Chinese,2.8,2024-07-22,19
R3203,Hyderabad,Italian,3.0,2024-11-12,15
R3204,Jaipur,Italian,3.5,2024-05-06,15
R3205,Ahmedabad,Multi Cuisine,3.4,2024-04-27,16
R3206,Bangalore,Italian,4.4,2024-05-21,22
R3207,Delhi,Indian,3.9,2024-11-24,23
R3208,Pune,Italian,4.6,2024-05-04,16
R3209,Lucknow,Chinese,4.7,2024-03-18,20
R3210,Kolkata,Multi Cuisine,4.5,2024-03-07,23
R3211,Mumbai,Italian,3.4,2024-08-29,24
R3212,Pune,Thai,4.0,2024-01-05,26
R3213,Ahmedabad,Biryani,4.3,2024-11-14,27
R3214,Delhi,Thai,3.9,2024-02-28,24
R3215,Ahmedabad,Indian,3.5,2024-11-09,24
R3216,Bangalore,Fast Food,3.2,2024-06-29,18
R3217,Jaipur,Italian,4.7,2024-07-19,22
R3218,Lucknow,Biryani,3.2,2024-05-03,20
R3219,Lucknow,Italian,4.4,2024-07-24,19
R3220,Ahmedabad,Fast Food,3.1,2024-02-13,21
R3221,Mumbai,Fast Food,4.8,2024-04-12,21
R3222,Mumbai,Biryani,3.5,2024-04-21,25
R3223,Pune,Multi Cuisine,4.4,2025-01-03,22
R3224,Jaipur,Thai,3.1,2024-03-12,20
R3225,Bangalore,Fast Food,4.2,2025-04-02,16
R3226,Mumbai,Multi Cuisine,4.2,2025-02-14,19
R3227,Bangalore,Multi Cuisine,3.6,2024-01-14,15
R3228,Pune,Italian,2.9,2024-04-16,27
R3229,Hyderabad,Multi Cuisine,3.6,2024-09-19,21
R3230,Mumbai,Biryani,3.9,2024-04-26,24
R3231,Chennai,Biryani,2.9,2025-03-28,18
R3232,Ahmedabad,Chinese,3.3,2024-11-15,21
R3233,Chennai,Indian,4.8,2024-12-19,17
R3234,Chennai,Fast Food,4.6,2024-10-14,15
R3235,Pune,Chinese,4.4,2025-02-19,18
R3236,Jaipur,Italian,3.1,2024-08-09,24
R3237,Delhi,Indian,3.6,2025-02-06,26
R3238,Mumbai,Thai,3.2,2024-11-27,22
R3239,Ahmedabad,Italian,3.2,2024-11-05,20
R3240,Ahmedabad,Chinese,4.6,2024-09-29,23
R3241,Chennai,Chinese,3.6,2024-10-31,20
R3242,Chennai,Chinese,4.5,2024-09-23,21
R3243,Pune,Indian,3.5,2024-03-31,19
R3244,Ahmedabad,Indian,2.9,2024-05-29,18
R3245,Hyderabad,Thai,3.1,2024-01-25,15
R3246,Hyderabad,Thai,2.9,2025-03-04,18
R3247,Delhi,Chinese,3.4,2024-10-19,16
R3248,Lucknow,Fast Food,3.8,2024-09-23,25
R3249,Delhi,Thai,3.2,2024-02-13,21
R3250,Kolkata,Thai,4.0,2024-08-15,25
R3251,Chennai,Biryani,3.4,2024-12-09,17
R3252,Chennai,Fast Food,3.8,2025-05-10,21
R3253,Delhi,Chinese,3.4,2024-12-22,15
R3254,Mumbai,Fast Food,4.0,2024-06-18,17
R3255,Bangalore,Chinese,4.1,2024-12-04,15
R3256,Chennai,Chinese,4.5,2024-10-09,24
R3257,Mumbai,Chinese,4.5,2024-02-12,15
R3258,Kolkata,Italian,3.9,2024-08-31,25
R3259,Pune,Fast Food,3.6,2024-03-06,25
R3260,Lucknow,Chinese,3.2,2024-07-28,20
R3261,Ahmedabad,Italian,4.0,2024-02-02,17
R3262,Delhi,Multi Cuisine,3.9,2024-01-02,18
R3263,Ahmedabad,Thai,2.9,2024-04-26,17
R3264,Bangalore,Chinese,2.9,2024-08-09,25
R3265,Ahmedabad,Multi Cuisine,3.1,2024-05-17,15
R3266,Pune,Fast Food,4.2,2024-02-02,27
R3267,Bangalore,Chinese,4.5,2024-03-09,18
R3268,Mumbai,Multi Cuisine,2.9,2024-04-19,27
R3269,Chennai,Italian,4.4,2024-04-14,15
R3270,Delhi,Fast Food,3.7,2024-08-14,25
R3271,Bangalore,Biryani,3.6,2024-01-24,22
R3272,Hyderabad,Thai,3.9,2025-04-10,25
R3273,Pune,Multi Cuisine,4.7,2025-04-04,19
R3274,Ahmedabad,Multi Cuisine,3.9,2025-03-10,25
R3275,Lucknow,Thai,3.0,2024-03-12,17
R3276,Ahmedabad,Italian,3.7,2024-03-05,18
R3277,Pune,Chinese,4.8,2024-01-31,17
R3278,Hyderabad,Fast Food,3.1,2024-01-26,17
R3279,Ahmedabad,Biryani,3.7,2025-04-27,27
R3280,Lucknow,Chinese,4.2,2024-03-21,15
R3281,Delhi,Indian,3.5,2024-07-07,17
R3282,Hyderabad,Chinese,4.3,2025-04-21,18
R3283,Mumbai,Biryani,3.2,2024-03-31,23
R3284,Lucknow,Italian,3.0,2024-07-30,18
R3285,Jaipur,Biryani,3.5,2024-08-19,22
R3286,Chennai,Chinese,4.5,2024-02-16,27
R3287,Pune,Italian,4.2,2024-04-24,15
R3288,Lucknow,Fast Food,4.8,2024-12-13,24
R3289,Bangalore,Italian,3.5,2025-03-02,18
R3290,Ahmedabad,Chinese,3.8,2025-05-08,16
R3291,Hyderabad,Chinese,3.6,2024-01-12,26
R3292,Ahmedabad,Italian,3.8,2024-09-26,15
R3293,Hyderabad,Italian,3.1,2024-09-17,18
R3294,Bangalore,Thai,3.2,2024-03-28,19
R3295,Bangalore,Multi Cuisine,3.8,2024-04-04,20
R3296,Bangalore,Italian,4.7,2024-04-27,18
R3297,Bangalore,Chinese,4.7,2024-02-01,17
R3298,Chennai,Indian,3.0,2024-12-02,26
R3299,Ahmedabad,Thai,4.0,2025-04-17,15
R3300,Hyderabad,Multi Cuisine,4.0,2024-09-20,23
R3301,Jaipur,Italian,4.1,2025-05-11,27
R3302,Pune,Italian,4.1,2024-04-18,19
R3303,Hyderabad,Multi Cuisine,2.9,2024-12-28,17
R3304,Hyderabad,Fast Food,3.8,2024-05-29,17
R3305,Lucknow,Multi Cuisine,2.8,2024-11-18,17
R3306,Hyderabad,Multi Cuisine,4.6,2024-08-22,21
R3307,Hyderabad,Biryani,2.8,2025-04-23,15
R3308,Mumbai,Multi Cuisine,4.4,2024-10-29,18
R3309,Pune,Fast Food,3.3,2024-02-07,24
R3310,Delhi,Thai,4.0,2024-10-15,21
R3311,Lucknow,Indian,3.7,2025-05-06,17
R3312,Bangalore,Italian,3.9,2024-11-28,22
R3313,Chennai,Chinese,4.0,2024-02-18,27
R3314,Pune,Indian,4.8,2024-06-28,22
R3315,Ahmedabad,Chinese,4.4,2024-03-01,27
R3316,Hyderabad,Italian,4.4,2024-09-12,25
R3317,Hyderabad,Thai,4.6,2024-08-12,21
R3318,Delhi,Biryani,4.6,2024-06-26,23
R3319,Lucknow,Chinese,4.5,2024-02-19,21
R3320,Ahmedabad,Thai,4.3,2024-11-09,27
R3321,Mumbai,Fast Food,2.8,2024-08-08,21
R3322,Pune,Fast Food,4.0,2024-07-20,24
R3323,Jaipur,Multi Cuisine,2.9,2024-03-15,18
R3324,Pune,Chinese,2.8,2024-06-24,19
R3325,Delhi,Fast Food,2.8,2024-05-09,16
R3326,Chennai,Indian,4.7,2024-07-23,21
R3327,Ahmedabad,Indian,3.4,2025-04-07,18
R3328,Delhi,Italian,3.9,2024-02-15,23
R3329,Delhi,Multi Cuisine,3.2,2024-02-11,16
R3330,Lucknow,Chinese,4.3,2025-01-04,22
R3331,Mumbai,Indian,4.4,2024-09-21,21
R3332,Jaipur,Italian,3.5,2024-06-28,25
R3333,Chennai,Indian,2.8,2025-05-06,18
R3334,Hyderabad,Fast Food,4.1,2024-01-19,23
R3335,Hyderabad,Chinese,4.5,2024-10-18,21
R3336,Chennai,Italian,3.1,2024-06-14,19
R3337,Delhi,Fast Food,4.2,2024-02-29,15
R3338,Hyderabad,Indian,3.3,2025-03-31,24
R3339,Bangalore,Biryani,3.7,2024-04-01,25
R3340,Pune,Biryani,3.5,2024-07-08,17
R3341,Lucknow,Thai,4.6,2025-01-12,27
R3342,Kolkata,Biryani,3.4,2025-02-23,22
