user_id,signup_date,city,acquisition_channel,is_premium
U2753,2025-11-13,Hyderabad,Unknown,0
U2754,2025-09-20,Lucknow,Referral,0
U2755,2025-10-14,Mumbai,Unknown,0
U2756,2025-08-10,Mumbai,Google,0
U2757,2025-12-20,Pune,Influencer,0
U2758,2025-09-20,Ahmedabad,Influencer,1
U2759,2025-11-26,Kolkata,Unknown,1
U2760,2025-11-29,Kolkata,Instagram,0
U2761,2025-09-08,Bangalore,Instagram,1
U2762,2025-08-28,Mumbai,Influencer,0
U2763,2025-08-03,Lucknow,Referral,1
U2764,2025-10-23,Kolkata,Referral,0
U2765,2025-11-25,Hyderabad,Influencer,1
U2766,2025-08-02,Delhi,Affiliate,0
U2767,2025-11-01,Delhi,Unknown,0
U2768,2025-12-09,Hyderabad,Youtube Ads,1
U2769,2025-12-22,Chennai,Instagram,0
U2770,2025-11-02,Chennai,Affiliate,1
U2771,2025-09-09,Delhi,Influencer,0
U2772,2025-08-02,Bangalore,Referral,0
U2773,2025-10-20,Pune,Youtube Ads,0
U2774,2025-08-12,Lucknow,Meta Ads,1
U2775,2025-10-04,Kolkata,Influencer,1
U2776,2025-09-24,Delhi,Meta Ads,0
U2777,2025-09-14,Ahmedabad,Google,1
U2778,2025-11-09,Hyderabad,Unknown,0
U2779,2025-10-01,Jaipur,Affiliate,1
U2780,2025-09-18,Pune,Google,0
U2781,2025-12-05,Delhi,Youtube Ads,0
U2782,2025-08-23,Mumbai,Youtube Ads,0
U2783,2025-09-07,Bangalore,Youtube Ads,1
U2784,2025-08-28,Mumbai,Meta Ads,0
U2785,2025-08-21,Lucknow,Referral,0
U2786,2025-11-15,Kolkata,Instagram,0
U2787,2025-12-24,Delhi,Affiliate,0
U2788,2025-11-07,Jaipur,Affiliate,0
U2789,2025-11-27,Mumbai,Referral,0
U2790,2025-10-12,Hyderabad,Referral,1
U2791,2025-11-30,Ahmedabad,Influencer,0
U2792,2025-08-30,Bangalore,Instagram,1
U2793,2025-11-16,Jaipur,Instagram,0
U2794,2025-11-06,Kolkata,Instagram,0
U2795,2025-09-01,Lucknow,Google,0
U2796,2025-10-18,Bangalore,Google,0
U2797,2025-09-10,Bangalore,Referral,0
U2798,2025-10-02,Chennai,Youtube Ads,0
U2799,2025-08-23,Chennai,Influencer,0
U2800,2025-11-12,Lucknow,Youtube Ads,0
U2801,2025-10-14,Chennai,Affiliate,0
U2802,2025-09-17,Jaipur,Google,0
U2803,2025-09-26,Jaipur,Referral,1
U2804,2025-11-26,Pune,Meta Ads,0
U2805,2025-11-08,Kolkata,Influencer,1
U2806,2025-12-02,Lucknow,Meta Ads,0
U2807,2025-09-03,Ahmedabad,Google,0
U2808,2025-08-07,Jaipur,Instagram,0
U2809,2025-09-25,Pune,Meta Ads,1
U2810,2025-10-04,Ahmedabad,Referral,0
U2811,2025-09-16,Mumbai,Meta Ads,0
U2812,2025-12-26,Lucknow,Instagram,0
U2813,2025-08-19,Ahmedabad,Unknown,1
U2814,2025-12-24,Mumbai,Meta Ads,0
U2815,2025-12-04,Ahmedabad,Affiliate,0
U2816,2025-12-17,Mumbai,Instagram,0
U2817,2025-09-18,Bangalore,Affiliate,0
U2818,2025-11-21,Kolkata,Referral,0
U2819,2025-09-07,Jaipur,Influencer,1
U2820,2025-10-03,Bangalore,Influencer,0
U2821,2025-10-08,Chennai,Youtube Ads,0
U2822,2025-12-14,Jaipur,Youtube Ads,0
U2823,2025-11-24,Kolkata,Unknown,0
U2824,2025-10-04,Mumbai,Affiliate,0
U2825,2025-08-31,Chennai,Youtube Ads,0
U2826,2025-12-10,Chennai,Meta Ads,0
U2827,2025-11-21,Jaipur,Google,0
U2828,2025-11-17,Mumbai,Meta Ads,1
U2829,2025-10-08,Delhi,Meta Ads,1
U2830,2025-11-28,Hyderabad,Referral,0
U2831,2025-10-27,Hyderabad,Unknown,0
U2832,2025-10-06,Delhi,Google,0
U2833,2025-10-14,Lucknow,Youtube Ads,0
U2834,2025-09-14,Kolkata,Influencer,1
U2835,2025-08-04,Mumbai,Google,0
U2836,2025-11-15,Jaipur,Meta Ads,1
U2837,2025-09-20,Kolkata,Influencer,0
U2838,2025-09-19,Kolkata,Unknown,1
U2839,2025-08-06,Delhi,Instagram,0
U2840,2025-09-28,Jaipur,Unknown,0
U2841,2025-12-03,Lucknow,Unknown,0
U2842,2025-12-21,Jaipur,Youtube Ads,0
U2843,2025-08-30,Mumbai,Youtube Ads,1
U2844,2025-11-30,Lucknow,Influencer,1
U2845,2025-12-03,Jaipur,Unknown,1
U2846,2025-09-06,Mumbai,Affiliate,0
U2847,2025-12-02,Mumbai,Instagram,1
U2848,2025-11-09,Ahmedabad,Youtube Ads,1
U2849,2025-09-04,Bangalore,Youtube Ads,0
U2850,2025-10-26,Bangalore,Influencer,0
U2851,2025-12-12,Kolkata,Influencer,0
U2852,2025-08-18,Lucknow,Referral,0
U2853,2025-11-21,Pune,Influencer,1
U2854,2025-08-29,Kolkata,Google,0
U2855,2025-10-16,Pune,Meta Ads,0
U2856,2025-09-28,Jaipur,Affiliate,0
U2857,2025-12-04,Mumbai,Instagram,0
U2858,2025-12-23,Ahmedabad,Unknown,0
U2859,2025-11-17,Pune,Meta Ads,0
U2860,2025-08-22,Hyderabad,Youtube Ads,0
U2861,2025-10-07,Pune,Meta Ads,0
U2862,2025-10-08,Pune,Affiliate,0
U2863,2025-09-18,Lucknow,Affiliate,1
U2864,2025-12-19,Bangalore,Youtube Ads,1
U2865,2025-11-17,Ahmedabad,Youtube Ads,0
U2866,2025-10-25,Chennai,Google,1
U2867,2025-09-22,Lucknow,Referral,0
U2868,2025-12-01,Hyderabad,Instagram,0
U2869,2025-10-26,Mumbai,Meta Ads,1
U2870,2025-12-09,Lucknow,Meta Ads,0
U2871,2025-09-11,Delhi,Instagram,1
U2872,2025-11-06,Kolkata,Instagram,0
U2873,2025-11-17,Lucknow,Youtube Ads,0
U2874,2025-09-20,Bangalore,Unknown,0
U2875,2025-10-24,Bangalore,Unknown,0
U2876,2025-12-05,Bangalore,Affiliate,0
U2877,2025-08-21,Lucknow,Meta Ads,0
U2878,2025-09-13,Bangalore,Referral,0
U2879,2025-12-17,Mumbai,Influencer,0
U2880,2025-11-11,Pune,Google,1
U2881,2025-10-07,Lucknow,Meta Ads,0
U2882,2025-12-07,Bangalore,Youtube Ads,0
U2883,2025-10-31,Delhi,Google,0
U2884,2025-08-24,Lucknow,Referral,0
U2885,2025-12-03,Jaipur,Instagram,1
U2886,2025-12-19,Pune,Referral,0
U2887,2025-11-19,Pune,Google,0
U2888,2025-11-06,Lucknow,Unknown,0
U2889,2025-12-17,Jaipur,Influencer,0
U2890,2025-08-17,Mumbai,Referral,1
U2891,2025-11-07,Lucknow,Affiliate,0
U2892,2025-10-21,Jaipur,Unknown,0
U2893,2025-11-12,Bangalore,Affiliate,0
U2894,2025-08-19,Bangalore,Affiliate,0
U2895,2025-10-24,Bangalore,Youtube Ads,1
U2896,2025-08-08,Delhi,Referral,1
U2897,2025-08-28,Lucknow,Affiliate,1
U2898,2025-08-05,Kolkata,Meta Ads,0
U2899,2025-12-23,Lucknow,Instagram,0
U2900,2025-11-09,Kolkata,Referral,0
U2901,2025-11-26,Mumbai,Google,0
U2902,2025-12-25,Pune,Instagram,1
U2903,2025-10-03,Hyderabad,Unknown,0
U2904,2025-10-30,Kolkata,Referral,0
U2905,2025-11-25,Kolkata,Google,0
U2906,2025-11-06,Hyderabad,Influencer,1
U2907,2025-08-11,Bangalore,Google,1
U2908,2025-09-23,Kolkata,Referral,0
U2909,2025-09-16,Jaipur,Instagram,0
U2910,2025-12-18,Hyderabad,Influencer,1
U2911,2025-12-27,Pune,Meta Ads,0
U2912,2025-12-17,Kolkata,Google,0
U2913,2025-08-05,Lucknow,Referral,0
U2914,2025-08-20,Bangalore,Referral,1
U2915,2025-09-15,Chennai,Meta Ads,0
U2916,2025-08-12,Delhi,Affiliate,0
U2917,2025-10-09,Pune,Referral,1
U2918,2025-08-17,Chennai,Youtube Ads,0
U2919,2025-11-23,Kolkata,Google,0
U2920,2025-12-25,Jaipur,Influencer,0
U2921,2025-09-17,Hyderabad,Affiliate,1
U2922,2025-11-16,Jaipur,Google,0
U2923,2025-09-21,Pune,Instagram,0
U2924,2025-11-04,Chennai,Instagram,0
U2925,2025-10-09,Mumbai,Google,0
U2926,2025-11-10,Delhi,Youtube Ads,0
U2927,2025-10-14,Ahmedabad,Youtube Ads,0
U2928,2025-12-21,Pune,Unknown,0
U2929,2025-10-21,Kolkata,Unknown,1
U2930,2025-10-31,Pune,Unknown,0
U2931,2025-08-04,Lucknow,Google,0
U2932,2025-12-13,Kolkata,Referral,0
U2933,2025-11-17,Jaipur,Affiliate,0
U2934,2025-09-17,Chennai,Referral,1
U2935,2025-10-12,Delhi,Meta Ads,0
U2936,2025-10-11,Delhi,Google,0
U2937,2025-11-24,Jaipur,Meta Ads,0
U2938,2025-10-20,Chennai,Youtube Ads,0
U2939,2025-10-20,Mumbai,Meta Ads,0
U2940,2025-11-21,Bangalore,Referral,0
U2941,2025-11-04,Delhi,Youtube Ads,1
U2942,2025-10-11,Pune,Meta Ads,0
U2943,2025-12-25,Pune,Instagram,1
U2944,2025-10-02,Bangalore,Affiliate,0
U2945,2025-09-07,Bangalore,Google,0
U2946,2025-10-06,Kolkata,Influencer,1
U2947,2025-10-08,Delhi,Affiliate,1
U2948,2025-08-13,Chennai,Youtube Ads,0
U2949,2025-08-31,Bangalore,Unknown,0
U2950,2025-11-22,Chennai,Unknown,1
U2951,2025-08-22,Hyderabad,Youtube Ads,1
U2952,2025-11-01,Pune,Instagram,1
U2953,2025-10-06,Jaipur,Google,0
U2954,2025-09-23,Mumbai,Unknown,0
U2955,2025-12-16,Lucknow,Affiliate,0
U2956,2025-09-11,Ahmedabad,Youtube Ads,0
U2957,2025-10-03,Mumbai,Affiliate,0
U2958,2025-12-04,Hyderabad,Instagram,0
U2959,2025-08-21,Jaipur,Influencer,0
U2960,2025-09-04,Hyderabad,Meta Ads,1
U2961,2025-08-30,Kolkata,Unknown,0
U2962,2025-09-26,Chennai,Referral,0
U2963,2025-09-16,Mumbai,Influencer,0
U2964,2025-08-19,Ahmedabad,Influencer,0
U2965,2025-11-22,Lucknow,Unknown,0
U2966,2025-08-08,Lucknow,Instagram,0
U2967,2025-08-26,Mumbai,Unknown,1
U2968,2025-11-21,Bangalore,Youtube Ads,0
U2969,2025-10-10,Lucknow,Influencer,0
U2970,2025-08-30,Kolkata,Google,1
U2971,2025-12-13,Chennai,Instagram,0
U2972,2025-10-06,Lucknow,Influencer,0
U2973,2025-10-04,Bangalore,Youtube Ads,0
U2974,2025-09-05,Mumbai,Influencer,0
U2975,2025-08-25,Pune,Youtube Ads,0
U2976,2025-09-06,Lucknow,Youtube Ads,1
U2977,2025-08-01,Delhi,Referral,0
U2978,2025-12-21,Ahmedabad,Affiliate,0
U2979,2025-09-06,Chennai,Youtube Ads,0
U2980,2025-12-19,Chennai,Influencer,0
U2981,2025-12-14,Mumbai,Unknown,1
U2982,2025-12-11,Kolkata,Youtube Ads,0
U2983,2025-12-06,Chennai,Meta Ads,0
U2984,2025-12-05,Ahmedabad,Affiliate,0
U2985,2025-08-01,Chennai,Youtube Ads,0
U2986,2025-09-04,Jaipur,Instagram,0
U2987,2025-11-12,Chennai,Affiliate,0
U2988,2025-08-23,Bangalore,Meta Ads,1
U2989,2025-08-09,Mumbai,Meta Ads,0
U2990,2025-09-03,Chennai,Meta Ads,1
U2991,2025-12-06,Lucknow,Meta Ads,1
U2992,2025-08-04,Lucknow,Google,0
U2993,2025-11-10,Chennai,Meta Ads,0
U2994,2025-10-14,Pune,Instagram,0
U2995,2025-11-07,Mumbai,Instagram,0
U2996,2025-10-11,Chennai,Unknown,0
U2997,2025-08-03,Delhi,Influencer,0
U2998,2025-12-20,Bangalore,Youtube Ads,0
U2999,2025-09-03,Bangalore,Instagram,0
U3000,2025-09-14,Bangalore,Google,0
U3001,2025-09-30,Bangalore,Unknown,0
U3002,2025-10-22,Ahmedabad,Google,1
U3003,2025-12-01,Delhi,Referral,0
U3004,2025-11-10,Pune,Unknown,1
U3005,2025-08-16,Pune,Instagram,1
U3006,2025-10-05,Delhi,Instagram,0
U3007,2025-12-23,Delhi,Instagram,0
U3008,2025-11-27,Bangalore,Referral,0
U3009,2025-12-02,Ahmedabad,Google,0
U3010,2025-12-22,Pune,Instagram,0
U3011,2025-11-10,Hyderabad,Meta Ads,0
U3012,2025-10-05,Chennai,Influencer,1
U3013,2025-08-13,Lucknow,Influencer,0
U3014,2025-11-19,Bangalore,Affiliate,0
U3015,2025-09-03,Pune,Meta Ads,0
U3016,2025-09-08,Pune,Youtube Ads,0
U3017,2025-12-14,Pune,Instagram,0
U3018,2025-11-28,Jaipur,Unknown,1
U3019,2025-12-04,Lucknow,Influencer,0
U3020,2025-09-24,Ahmedabad,Unknown,0
U3021,2025-08-27,Pune,Affiliate,0
U3022,2025-11-26,Mumbai,Youtube Ads,0
U3023,2025-09-22,Hyderabad,Youtube Ads,0
U3024,2025-09-08,Pune,Referral,1
U3025,2025-10-04,Jaipur,Unknown,0
U3026,2025-12-23,Mumbai,Referral,0
U3027,2025-08-13,Pune,Referral,0
U3028,2025-08-21,Lucknow,Affiliate,0
U3029,2025-12-25,Lucknow,Unknown,1
U3030,2025-09-22,Lucknow,Meta Ads,1
U3031,2025-08-19,Kolkata,Youtube Ads,1
U3032,2025-09-26,Ahmedabad,Instagram,0
U3033,2025-08-25,Jaipur,Meta Ads,0
U3034,2025-08-31,Chennai,Meta Ads,0
U3035,2025-10-20,Jaipur,Meta Ads,0
U3036,2025-08-23,Jaipur,Youtube Ads,0
U3037,2025-09-01,Kolkata,Referral,0
U3038,2025-10-13,Mumbai,Referral,0
U3039,2025-08-10,Ahmedabad,Unknown,0
U3040,2025-09-23,Chennai,Unknown,0
U3041,2025-09-21,Ahmedabad,Meta Ads,0
U3042,2025-12-26,Mumbai,Affiliate,1
U3043,2025-11-22,Kolkata,Google,1
U3044,2025-08-14,Chennai,Meta Ads,0
U3045,2025-11-18,Hyderabad,Meta Ads,0
U3046,2025-09-22,Lucknow,Youtube Ads,0
U3047,2025-10-18,Pune,Youtube Ads,1
U3048,2025-08-22,Chennai,Google,0
U3049,2025-08-30,Pune,Youtube Ads,0
U3050,2025-08-04,Jaipur,Google,0
U3051,2025-09-28,Delhi,Referral,0
U3052,2025-08-08,Delhi,Affiliate,1
U3053,2025-08-12,Pune,Youtube Ads,1
U3054,2025-11-27,Mumbai,Google,0
U3055,2025-09-03,Ahmedabad,Meta Ads,1
U3056,2025-10-21,Kolkata,Unknown,0
U3057,2025-11-06,Pune,Youtube Ads,0
U3058,2025-12-05,Hyderabad,Meta Ads,0
U3059,2025-10-14,Jaipur,Youtube Ads,0
U3060,2025-11-13,Kolkata,Referral,0
U3061,2025-09-18,Kolkata,Referral,0
U3062,2025-10-18,Chennai,Meta Ads,1
U3063,2025-11-01,Delhi,Youtube Ads,0
U3064,2025-08-18,Mumbai,Influencer,0
U3065,2025-11-04,Ahmedabad,Unknown,0
U3066,2025-09-07,Chennai,Affiliate,0
U3067,2025-10-26,Mumbai,Affiliate,0
U3068,2025-10-27,Chennai,Google,0
U3069,2025-09-19,Ahmedabad,Unknown,1
U3070,2025-08-08,Hyderabad,Instagram,0
U3071,2025-12-12,Bangalore,Affiliate,0
U3072,2025-10-08,Chennai,Influencer,0
U3073,2025-11-29,Kolkata,Google,0
U3074,2025-10-03,Mumbai,Referral,0
U3075,2025-12-17,Delhi,Affiliate,0
U3076,2025-11-29,Chennai,Instagram,1
U3077,2025-10-04,Kolkata,Referral,0
U3078,2025-11-15,Ahmedabad,Influencer,0
U3079,2025-12-25,Ahmedabad,Referral,0
U3080,2025-12-15,Lucknow,Influencer,0
U3081,2025-11-08,Jaipur,Youtube Ads,1
U3082,2025-10-21,Delhi,Influencer,0
U3083,2025-12-21,Kolkata,Unknown,1
U3084,2025-09-20,Lucknow,Unknown,0
U3085,2025-12-19,Ahmedabad,Meta Ads,1
U3086,2025-10-22,Pune,Affiliate,0
U3087,2025-11-20,Lucknow,Instagram,1
U3088,2025-09-25,Hyderabad,Unknown,0
U3089,2025-12-23,Kolkata,Influencer,0
U3090,2025-09-29,Bangalore,Google,0
U3091,2025-11-28,Mumbai,Referral,0
U3092,2025-12-16,Pune,Google,0
U3093,2025-08-23,Mumbai,Referral,0
U3094,2025-12-27,Pune,Google,0
U3095,2025-08-13,Lucknow,Referral,0
U3096,2025-11-09,Bangalore,Unknown,0
U3097,2025-08-24,Mumbai,Google,0
U3098,2025-11-16,Ahmedabad,Affiliate,0
U3099,2025-08-11,Hyderabad,Influencer,1
U3100,2025-08-17,Hyderabad,Affiliate,1
U3101,2025-08-25,Kolkata,Instagram,0
U3102,2025-11-02,Ahmedabad,Instagram,0
U3103,2025-08-21,Jaipur,Youtube Ads,0
U3104,2025-10-23,Lucknow,Meta Ads,0
U3105,2025-12-18,Ahmedabad,Instagram,0
U3106,2025-09-06,Hyderabad,Google,1
U3107,2025-09-11,Mumbai,Referral,1
U3108,2025-12-23,Lucknow,Meta Ads,0
U3109,2025-11-09,Chennai,Influencer,1
U3110,2025-09-17,Kolkata,Influencer,1
U3111,2025-11-11,Mumbai,Instagram,0
U3112,2025-08-28,Hyderabad,Unknown,0
U3113,2025-09-10,Pune,Affiliate,0
U3114,2025-11-07,Ahmedabad,Affiliate,0
U3115,2025-09-16,Lucknow,Unknown,0
U3116,2025-12-24,Pune,Affiliate,0
U3117,2025-11-13,Pune,Google,1
U3118,2025-12-02,Pune,Youtube Ads,1
U3119,2025-08-13,Hyderabad,Unknown,1
U3120,2025-12-19,Bangalore,Youtube Ads,1
U3121,2025-11-08,Delhi,Google,0
U3122,2025-08-31,Mumbai,Meta Ads,0
U3123,2025-12-08,Mumbai,Influencer,0
U3124,2025-08-16,Lucknow,Youtube Ads,0
U3125,2025-12-15,Kolkata,Affiliate,0
U3126,2025-10-12,Pune,Unknown,0
U3127,2025-09-23,Ahmedabad,Unknown,0
U3128,2025-11-08,Jaipur,Influencer,1
U3129,2025-11-17,Chennai,Meta Ads,1
U3130,2025-10-26,Bangalore,Meta Ads,0
U3131,2025-12-15,Hyderabad,Influencer,0
U3132,2025-08-08,Ahmedabad,Meta Ads,0
U3133,2025-08-07,Bangalore,Unknown,0
U3134,2025-09-05,Mumbai,Influencer,1
U3135,2025-08-18,Kolkata,Affiliate,0
U3136,2025-08-03,Hyderabad,Affiliate,0
U3137,2025-08-28,Ahmedabad,Affiliate,0
U3138,2025-10-09,Delhi,Instagram,0
U3139,2025-12-27,Ahmedabad,Instagram,1
U3140,2025-08-28,Chennai,Youtube Ads,0
U3141,2025-09-23,Mumbai,Referral,1
U3142,2025-10-04,Delhi,Youtube Ads,0
U3143,2025-11-08,Pune,Unknown,0
U3144,2025-08-21,Jaipur,Youtube Ads,0
U3145,2025-08-13,Jaipur,Affiliate,1
U3146,2025-09-26,Jaipur,Unknown,0
U3147,2025-09-18,Hyderabad,Meta Ads,1
U3148,2025-11-26,Pune,Google,0
U3149,2025-09-23,Lucknow,Google,0
U3150,2025-12-16,Pune,Affiliate,0
U3151,2025-09-22,Chennai,Instagram,0
U3152,2025-09-13,Mumbai,Youtube Ads,1
U3153,2025-09-16,Kolkata,Referral,0
U3154,2025-09-22,Delhi,Youtube Ads,0
U3155,2025-10-13,Pune,Instagram,0
U3156,2025-09-15,Chennai,Unknown,0
U3157,2025-08-13,Chennai,Influencer,0
U3158,2025-11-10,Ahmedabad,Instagram,0
U3159,2025-08-24,Jaipur,Affiliate,1
U3160,2025-08-02,Kolkata,Meta Ads,1
U3161,2025-10-20,Lucknow,Meta Ads,0
U3162,2025-11-08,Ahmedabad,Instagram,0
U3163,2025-12-20,Mumbai,Google,0
U3164,2025-12-16,Mumbai,Affiliate,0
U3165,2025-12-09,Ahmedabad,Youtube Ads,0
U3166,2025-11-19,Pune,Affiliate,0
U3167,2025-11-10,Ahmedabad,Youtube Ads,1
U3168,2025-08-17,Jaipur,Affiliate,1
U3169,2025-08-12,Jaipur,Instagram,0
U3170,2025-11-24,Pune,Google,0
U3171,2025-08-24,Ahmedabad,Instagram,0
U3172,2025-08-29,Mumbai,Unknown,0
U3173,2025-11-30,Ahmedabad,Meta Ads,0
U3174,2025-10-29,Bangalore,Referral,0
U3175,2025-10-04,Delhi,Referral,1
U3176,2025-10-23,Kolkata,Meta Ads,0
U3177,2025-11-27,Delhi,Influencer,0
U3178,2025-08-16,Delhi,Referral,1
U3179,2025-11-12,Delhi,Meta Ads,0
U3180,2025-10-31,Hyderabad,Unknown,1
U3181,2025-08-27,Hyderabad,Unknown,0
U3182,2025-12-12,Lucknow,Unknown,0
U3183,2025-12-13,Pune,Google,1
U3184,2025-09-02,Lucknow,Influencer,0
U3185,2025-09-24,Bangalore,Influencer,1
U3186,2025-08-07,Lucknow,Affiliate,0
U3187,2025-09-26,Pune,Meta Ads,1
U3188,2025-12-04,Kolkata,Youtube Ads,0
U3189,2025-08-12,Delhi,Unknown,0
U3190,2025-08-16,Pune,Referral,0
U3191,2025-09-12,Lucknow,Meta Ads,0
U3192,2025-11-25,Delhi,Youtube Ads,1
U3193,2025-12-13,Kolkata,Youtube Ads,0
U3194,2025-11-19,Lucknow,Referral,0
U3195,2025-09-20,Chennai,Influencer,0
U3196,2025-10-14,Lucknow,Meta Ads,0
U3197,2025-08-08,Hyderabad,Meta Ads,1
U3198,2025-09-14,Delhi,Instagram,0
U3199,2025-09-28,Jaipur,Youtube Ads,0
U3200,2025-12-10,Kolkata,Affiliate,0
U3201,2025-11-12,Mumbai,Unknown,0
U3202,2025-11-06,Hyderabad,Affiliate,0
U3203,2025-10-18,Hyderabad,Unknown,1
U3204,2025-12-02,Ahmedabad,Referral,0
U3205,2025-08-04,Mumbai,Affiliate,0
U3206,2025-10-29,Chennai,Affiliate,1
U3207,2025-11-12,Lucknow,Unknown,1
U3208,2025-12-15,Ahmedabad,Unknown,1
U3209,2025-11-27,Pune,Youtube Ads,1
U3210,2025-12-11,Hyderabad,Influencer,0
U3211,2025-09-25,Chennai,Influencer,0
U3212,2025-11-04,Mumbai,Affiliate,0
U3213,2025-10-14,Chennai,Meta Ads,0
U3214,2025-12-21,Bangalore,Unknown,0
U3215,2025-09-01,Bangalore,Affiliate,1
U3216,2025-08-28,Kolkata,Instagram,0
U3217,2025-08-22,Bangalore,Affiliate,0
U3218,2025-08-17,Hyderabad,Google,0
U3219,2025-09-28,Kolkata,Affiliate,0
U3220,2025-10-29,Bangalore,Influencer,0
U3221,2025-11-14,Lucknow,Youtube Ads,1
U3222,2025-08-26,Lucknow,Youtube Ads,1
U3223,2025-08-25,Mumbai,Influencer,0
U3224,2025-12-16,Lucknow,Meta Ads,0
U3225,2025-09-14,Kolkata,Instagram,0
U3226,2025-10-22,Chennai,Instagram,0
U3227,2025-08-11,Delhi,Influencer,1
U3228,2025-11-12,Lucknow,Meta Ads,1
U3229,2025-10-07,Ahmedabad,Youtube Ads,1
U3230,2025-11-03,Bangalore,Influencer,1
U3231,2025-10-04,Kolkata,Youtube Ads,1
U3232,2025-09-18,Pune,Referral,0
U3233,2025-09-21,Lucknow,Meta Ads,1
U3234,2025-11-10,Pune,Referral,0
U3235,2025-09-26,Ahmedabad,Youtube Ads,1
U3236,2025-09-16,Hyderabad,Google,1
U3237,2025-08-26,Hyderabad,Unknown,0
U3238,2025-11-22,Bangalore,Unknown,1
U3239,2025-08-05,Delhi,Instagram,0
U3240,2025-10-23,Lucknow,Instagram,1
U3241,2025-09-21,Bangalore,Referral,0
U3242,2025-11-13,Delhi,Youtube Ads,0
U3243,2025-09-23,Pune,Instagram,0
U3244,2025-08-15,Ahmedabad,Influencer,0
U3245,2025-09-30,Bangalore,Affiliate,0
U3246,2025-11-30,Hyderabad,Affiliate,0
U3247,2025-08-21,Chennai,Google,0
U3248,2025-09-15,Kolkata,Youtube Ads,0
U3249,2025-12-12,Pune,Affiliate,1
U3250,2025-09-07,Mumbai,Google,0
U3251,2025-10-01,Kolkata,Referral,0
U3252,2025-10-25,Ahmedabad,Influencer,0
U3253,2025-10-17,Delhi,Affiliate,0
U3254,2025-09-15,Pune,Google,1
U3255,2025-12-19,Jaipur,Influencer,0
U3256,2025-08-03,Kolkata,Youtube Ads,0
U3257,2025-08-06,Chennai,Influencer,0
U3258,2025-11-01,Lucknow,Unknown,0
U3259,2025-08-08,Lucknow,Influencer,0
U3260,2025-11-16,Jaipur,Google,0
U3261,2025-10-14,Mumbai,Meta Ads,0
U3262,2025-10-16,Kolkata,Influencer,0
U3263,2025-09-19,Jaipur,Youtube Ads,1
U3264,2025-08-11,Mumbai,Affiliate,1
U3265,2025-11-03,Lucknow,Google,0
U3266,2025-10-09,Pune,Meta Ads,0
U3267,2025-08-16,Jaipur,Referral,0
U3268,2025-10-07,Bangalore,Influencer,0
U3269,2025-11-07,Ahmedabad,Instagram,1
U3270,2025-09-17,Chennai,Unknown,1
U3271,2025-10-03,Kolkata,Referral,0
U3272,2025-10-29,Bangalore,Unknown,0
U3273,2025-10-15,Ahmedabad,Influencer,0
U3274,2025-12-17,Mumbai,Unknown,0
U3275,2025-11-09,Ahmedabad,Meta Ads,0
U3276,2025-10-28,Mumbai,Google,1
U3277,2025-08-18,Kolkata,Youtube Ads,1
U3278,2025-08-19,Mumbai,Instagram,1
U3279,2025-09-24,Kolkata,Influencer,0
U3280,2025-11-10,Delhi,Google,0
U3281,2025-11-26,Pune,Google,1
U3282,2025-12-12,Lucknow,Affiliate,0
U3283,2025-08-04,Kolkata,Influencer,0
U3284,2025-11-16,Hyderabad,Google,0
U3285,2025-11-23,Delhi,Influencer,0
U3286,2025-08-29,Pune,Instagram,0
U3287,2025-09-28,Hyderabad,Referral,0
U3288,2025-12-03,Bangalore,Meta Ads,1
U3289,2025-11-06,Hyderabad,Google,0
U3290,2025-08-17,Pune,Instagram,0
U3291,2025-11-15,Chennai,Google,1
U3292,2025-09-12,Mumbai,Meta Ads,1
U3293,2025-10-19,Mumbai,Unknown,0
U3294,2025-08-08,Bangalore,Influencer,0
U3295,2025-12-19,Pune,Meta Ads,0
U3296,2025-11-14,Delhi,Google,1
U3297,2025-08-08,Kolkata,Affiliate,1
U3298,2025-11-04,Ahmedabad,Unknown,0
U3299,2025-11-02,Kolkata,Instagram,1
U3300,2025-10-04,Bangalore,Meta Ads,0
U3301,2025-09-08,Pune,Google,0
U3302,2025-10-20,Hyderabad,Influencer,0
U3303,2025-10-23,Chennai,Youtube Ads,0
U3304,2025-10-27,Bangalore,Unknown,0
U3305,2025-10-25,Chennai,Unknown,0
U3306,2025-11-01,Pune,Referral,0
U3307,2025-10-25,Ahmedabad,Unknown,0
U3308,2025-09-13,Pune,Meta Ads,0
U3309,2025-12-15,Jaipur,Instagram,1
U3310,2025-10-13,Lucknow,Influencer,0
U3311,2025-09-05,Lucknow,Youtube Ads,1
U3312,2025-11-09,Lucknow,Google,0
U3313,2025-11-12,Lucknow,Meta Ads,1
U3314,2025-10-05,Hyderabad,Unknown,0
U3315,2025-09-24,Mumbai,Youtube Ads,0
U3316,2025-10-30,Jaipur,Instagram,0
U3317,2025-08-22,Bangalore,Referral,0
U3318,2025-11-09,Kolkata,Google,0
U3319,2025-11-29,Hyderabad,Affiliate,0
U3320,2025-11-01,Delhi,Unknown,1
U3321,2025-11-16,Ahmedabad,Unknown,1
U3322,2025-12-19,Hyderabad,Referral,0
U3323,2025-08-10,Pune,Instagram,1
U3324,2025-08-09,Kolkata,Referral,0
U3325,2025-09-03,Ahmedabad,Instagram,1
U3326,2025-12-07,Lucknow,Google,0
U3327,2025-10-28,Mumbai,Unknown,0
